# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 1.969729084521532059e-03 4.023968242108821869e-03 5.563278198242187500e-01 1.969729084521532059e-03 4.023968242108821869e-03 5.563278198242187500e-01
1.000000000000000000e+03 3.796189650893211365e-02 2.520348934922367334e-04 5.389113351702690125e-02 3.796189650893211365e-02 2.520348934922367334e-04 5.389113351702690125e-02
2.000000000000000000e+03 3.042000345885753632e-02 3.311962791485711932e-05 4.472347721457481384e-02 3.042000345885753632e-02 3.311962791485711932e-05 4.472347721457481384e-02
3.000000000000000000e+03 1.635203696787357330e-02 6.873781967442482710e-05 2.013722620904445648e-02 1.635203696787357330e-02 6.873781967442482710e-05 2.013722620904445648e-02
4.000000000000000000e+03 7.637945469468832016e-03 3.420690336497500539e-05 4.801466595381498337e-03 7.637945469468832016e-03 3.420690336497500539e-05 4.801466595381498337e-03
5.000000000000000000e+03 4.457728471606969833e-03 2.003529334615450352e-05 2.911949995905160904e-03 4.457728471606969833e-03 2.003529334615450352e-05 2.911949995905160904e-03
6.000000000000000000e+03 2.481025643646717072e-03 1.666223579377401620e-05 1.827741391025483608e-03 2.481025643646717072e-03 1.666223579377401620e-05 1.827741391025483608e-03
7.000000000000000000e+03 1.772884628735482693e-03 1.301819975196849555e-05 1.188347116112709045e-03 1.772884628735482693e-03 1.301819975196849555e-05 1.188347116112709045e-03
8.000000000000000000e+03 1.529300119727849960e-03 1.350738784822169691e-05 7.793086115270853043e-04 1.529300119727849960e-03 1.350738784822169691e-05 7.793086115270853043e-04
9.000000000000000000e+03 9.132833220064640045e-04 4.680500751419458538e-06 6.111821858212351799e-04 9.132833220064640045e-04 4.680500751419458538e-06 6.111821858212351799e-04
1.000000000000000000e+04 1.367972232401371002e-03 4.758715022035175934e-06 5.217926227487623692e-04 1.367972232401371002e-03 4.758715022035175934e-06 5.217926227487623692e-04
1.100000000000000000e+04 6.867119227536022663e-04 5.260425496089737862e-06 4.595764330588281155e-04 6.867119227536022663e-04 5.260425496089737862e-06 4.595764330588281155e-04
1.200000000000000000e+04 7.169718737713992596e-04 2.301852191521902569e-06 4.196077643427997828e-04 7.169718737713992596e-04 2.301852191521902569e-06 4.196077643427997828e-04
1.300000000000000000e+04 5.905304569751024246e-04 3.113279944955138490e-06 3.817026154138147831e-04 5.905304569751024246e-04 3.113279944955138490e-06 3.817026154138147831e-04
1.400000000000000000e+04 6.758009549230337143e-04 3.321210897411219776e-06 3.514155396260321140e-04 6.758009549230337143e-04 3.321210897411219776e-06 3.514155396260321140e-04
1.500000000000000000e+04 7.460958440788090229e-04 3.941222530556842685e-06 3.255593765061348677e-04 7.460958440788090229e-04 3.941222530556842685e-06 3.255593765061348677e-04
1.500000000000000000e+04 7.460958440788090229e-04 3.941222530556842685e-06 3.255593765061348677e-04 7.460958440788090229e-04 3.941222530556842685e-06 3.255593765061348677e-04
1.600000000000000000e+04 9.908086212817579508e-05 1.161025920737301931e-06 2.239080276922322810e-05 9.908086212817579508e-05 1.161025920737301931e-06 2.239080276922322810e-05
1.700000000000000000e+04 4.664506195695139468e-05 1.718836415420810226e-07 1.114080077968537807e-05 4.664506195695139468e-05 1.718836415420810226e-07 1.114080077968537807e-05
1.800000000000000000e+04 2.669664172572083771e-05 5.344264764062245376e-08 3.902219759766012430e-06 2.669664172572083771e-05 5.344264764062245376e-08 3.902219759766012430e-06
1.900000000000000000e+04 1.514541327196639031e-05 3.934130177185579669e-08 1.927031462400918826e-06 1.514541327196639031e-05 3.934130177185579669e-08 1.927031462400918826e-06
2.000000000000000000e+04 1.017849535855930299e-05 2.219994499341737537e-08 1.305689011132926680e-06 1.017849535855930299e-05 2.219994499341737537e-08 1.305689011132926680e-06
2.100000000000000000e+04 7.068235845508752391e-06 3.389380864859958820e-08 8.633963943793787621e-07 7.068235845508752391e-06 3.389380864859958820e-08 8.633963943793787621e-07
2.200000000000000000e+04 4.895866823062533513e-06 2.660778797292095987e-08 5.537996230486896820e-07 4.895866823062533513e-06 2.660778797292095987e-08 5.537996230486896820e-07
2.300000000000000000e+04 3.668190174721530639e-06 1.967934259994308377e-08 3.439399733906611800e-07 3.668190174721530639e-06 1.967934259994308377e-08 3.439399733906611800e-07
2.322800000000000000e+04 3.445904667387367226e-06 1.904691693255244900e-08 3.546612674654170405e-07 3.445904667387367226e-06 1.904691693255244900e-08 3.546612674654170405e-07
